host_response_time,host_identity_verified,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,security_deposit,cleaning_fee,guests_included,number_of_reviews,review_scores_rating,cancellation_policy,reviews_per_month,price
within a day,TRUE,Centrum-Oost,Apartment,Entire home/apt,4,1,2,2,Real Bed,500,100,2,7,97,strict_14_with_grace_period,0.12,150
within an hour,TRUE,De Baarsjes - Oud-West,Apartment,Private room,2,1,1,1,Real Bed,0,0,1,83,94,moderate,1.38,50
within a day,FALSE,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,40,2,8,93,strict_14_with_grace_period,0.2,99
within a few hours,FALSE,Zuid,Apartment,Entire home/apt,3,1,1,3,Real Bed,500,60,2,50,99,moderate,0.82,199
within an hour,TRUE,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1,1,1,Real Bed,90,20,1,55,97,strict_14_with_grace_period,0.9,145
within a few hours,TRUE,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,0,1,12,98,flexible,0.25,150
N/A,FALSE,Centrum-West,Boat,Entire home/apt,2,1,1,1,Real Bed,0,55,2,12,98,moderate,0.84,200
N/A,TRUE,Slotervaart,Apartment,Entire home/apt,2,1,1,1,Real Bed,500,25,1,1,100,moderate,0.02,95
within an hour,FALSE,Oostelijk Havengebied - Indische Buurt,Apartment,Entire home/apt,4,1,1,2,Airbed,200,50,2,18,97,strict_14_with_grace_period,1.05,130
N/A,TRUE,Oud-Oost,Apartment,Entire home/apt,2,1,1,1,Real Bed,99,49,2,13,97,moderate,0.21,119
within an hour,FALSE,Zuid,Bed and breakfast,Hotel room,2,1,1,1,Real Bed,0,60,2,66,94,moderate,1.08,80
within a few hours,TRUE,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,25,1,15,98,strict_14_with_grace_period,0.25,89
N/A,FALSE,Westerpark,Apartment,Entire home/apt,2,1,1,1,Pull-out Sofa,500,0,1,4,85,strict_14_with_grace_period,0.11,180
N/A,TRUE,Westerpark,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,38,2,19,96,moderate,0.31,135
within a few hours,FALSE,Centrum-Oost,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,250,35,1,8,100,moderate,0.13,150
N/A,TRUE,De Baarsjes - Oud-West,Apartment,Entire home/apt,4,1,2,2,Real Bed,150,25,2,14,95,moderate,0.23,130
within a few hours,FALSE,Centrum-West,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,25,2,31,97,flexible,0.52,150
within a day,TRUE,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,2,2,4,Real Bed,500,80,1,3,93,strict_14_with_grace_period,0.08,329
N/A,TRUE,Oud-Oost,Apartment,Entire home/apt,4,1,2,2,Real Bed,0,35,2,26,96,flexible,0.48,250
within a day,TRUE,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,250,40,1,36,98,strict_14_with_grace_period,0.86,130
within a day,TRUE,Centrum-Oost,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,0,50,1,61,96,strict_14_with_grace_period,1.03,349
within a day,FALSE,Centrum-West,Apartment,Entire home/apt,2,1,1,1,Real Bed,300,69,1,22,96,moderate,0.38,220
within an hour,FALSE,Centrum-West,Apartment,Entire home/apt,2,1.5,1,2,Real Bed,0,10,2,121,92,moderate,2.29,89
within a few hours,FALSE,Centrum-West,Townhouse,Entire home/apt,2,1,1,1,Real Bed,200,40,1,26,93,moderate,0.51,150
within a day,TRUE,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1,1,1,Real Bed,200,30,1,29,90,strict_14_with_grace_period,0.48,99
within a day,TRUE,De Baarsjes - Oud-West,House,Entire home/apt,4,2,3,4,Real Bed,200,70,1,11,98,strict_14_with_grace_period,0.18,300
within a day,FALSE,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,50,1,48,96,strict_14_with_grace_period,0.79,125
within an hour,FALSE,Oud-Oost,Apartment,Private room,1,1,1,1,Futon,300,25,1,80,96,moderate,1.32,62
within an hour,FALSE,Watergraafsmeer,Apartment,Private room,2,1,1,1,Real Bed,85,25,2,222,97,moderate,3.69,79
N/A,TRUE,Oud-Oost,Apartment,Entire home/apt,2,1,1,1,Real Bed,250,35,1,49,97,moderate,0.81,140
within a day,TRUE,Centrum-Oost,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,0,1,10,98,strict_14_with_grace_period,0.17,149
within an hour,TRUE,Oostelijk Havengebied - Indische Buurt,Apartment,Entire home/apt,2,1,1,1,Real Bed,250,45,2,390,91,strict_14_with_grace_period,6.51,60
within a day,FALSE,Centrum-Oost,Apartment,Entire home/apt,2,1,1,2,Real Bed,150,45,2,48,99,moderate,0.8,155
within a few hours,TRUE,Centrum-West,Bed and breakfast,Private room,3,1,1,1,Real Bed,150,35,2,109,99,moderate,2.01,150
within an hour,FALSE,Oud-Oost,Apartment,Entire home/apt,2,1,1,1,Real Bed,350,50,2,18,100,strict_14_with_grace_period,0.3,94
N/A,TRUE,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1,1,2,Real Bed,500,0,1,25,98,strict_14_with_grace_period,0.42,130
N/A,FALSE,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1,1,1,Real Bed,250,25,1,6,84,moderate,0.11,105
within an hour,TRUE,Centrum-Oost,Apartment,Entire home/apt,4,1,2,4,Real Bed,100,30,2,36,100,strict_14_with_grace_period,0.6,219
within a few hours,TRUE,Bos en Lommer,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,139,2,22,95,strict_14_with_grace_period,0.37,150
within an hour,TRUE,Noord-Oost,Apartment,Entire home/apt,2,1,1,1,Real Bed,450,30,2,32,92,moderate,0.53,150
N/A,FALSE,Watergraafsmeer,Apartment,Entire home/apt,4,1,2,2,Real Bed,0,40,2,19,99,moderate,0.72,250
N/A,FALSE,Zuid,Apartment,Entire home/apt,4,1,2,2,Real Bed,400,50,2,38,98,strict_14_with_grace_period,0.63,149
N/A,TRUE,Oud-Oost,Apartment,Entire home/apt,3,1,2,1,Real Bed,200,35,1,3,100,moderate,0.07,90
N/A,TRUE,Centrum-Oost,Apartment,Entire home/apt,4,1,2,2,Real Bed,300,69,4,11,93,moderate,0.18,150
within a day,TRUE,Centrum-Oost,Apartment,Private room,2,1,1,1,Real Bed,99,0,1,82,98,strict_14_with_grace_period,1.38,119
N/A,TRUE,De Baarsjes - Oud-West,Apartment,Entire home/apt,4,1,2,4,Real Bed,0,0,1,7,100,flexible,0.13,180
N/A,TRUE,Centrum-Oost,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,75,1,7,97,strict_14_with_grace_period,0.12,175
N/A,TRUE,Centrum-West,Houseboat,Entire home/apt,4,2,2,4,Real Bed,200,40,1,90,96,moderate,1.49,275
N/A,FALSE,Slotervaart,Apartment,Entire home/apt,5,1.5,2,3,Real Bed,0,40,5,1,100,flexible,0.14,140
N/A,FALSE,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,1,2,2,Real Bed,100,50,2,50,93,strict_14_with_grace_period,0.83,140
N/A,FALSE,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1,1,1,Real Bed,150,0,1,7,91,moderate,0.12,100
N/A,TRUE,De Pijp - Rivierenbuurt,House,Entire home/apt,4,1.5,2,4,Real Bed,100,65,2,5,92,moderate,0.08,199
a few days or more,TRUE,Bos en Lommer,Apartment,Entire home/apt,3,1,2,2,Real Bed,0,15,2,48,93,moderate,0.8,112
within a few hours,FALSE,Oud-Noord,Boutique hotel,Hotel room,2,1,1,1,Real Bed,250,0,2,3,93,strict_14_with_grace_period,0.08,865
N/A,FALSE,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1,1,1,Real Bed,200,25,1,12,100,strict_14_with_grace_period,0.21,105
within a few hours,TRUE,Zuid,Apartment,Entire home/apt,7,2,5,7,Real Bed,450,125,4,46,98,strict_14_with_grace_period,0.8,425
within an hour,TRUE,De Baarsjes - Oud-West,Boutique hotel,Hotel room,2,1.5,1,1,Real Bed,0,25,1,542,97,strict_14_with_grace_period,9.07,90
within a day,FALSE,Zuid,Apartment,Entire home/apt,2,1,1,0,Real Bed,0,0,1,13,94,flexible,0.23,200
N/A,TRUE,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,50,1,25,97,strict_14_with_grace_period,0.42,141
within an hour,TRUE,Oud-Oost,Apartment,Entire home/apt,4,1.5,2,2,Real Bed,500,35,2,65,93,strict_14_with_grace_period,1.08,250
within an hour,TRUE,Oud-Noord,House,Entire home/apt,4,1.5,3,3,Real Bed,0,50,4,22,100,strict_14_with_grace_period,0.37,175
within a few hours,TRUE,Zuid,Apartment,Entire home/apt,4,1,2,4,Real Bed,200,60,1,25,91,moderate,0.61,160
N/A,FALSE,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1,0,1,Real Bed,0,0,1,36,88,moderate,0.6,99
within a day,TRUE,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,1,2,2,Real Bed,250,0,1,34,92,flexible,0.56,200
within an hour,TRUE,De Pijp - Rivierenbuurt,Apartment,Private room,4,1,1,2,Real Bed,250,25,1,246,97,moderate,4.54,89
within an hour,FALSE,Westerpark,Houseboat,Private room,4,1,2,3,Real Bed,0,0,2,67,96,moderate,1.17,120
within a day,FALSE,Westerpark,Apartment,Entire home/apt,4,1,2,4,Real Bed,0,35,4,36,94,strict_14_with_grace_period,0.71,159
N/A,TRUE,Centrum-Oost,Apartment,Entire home/apt,2,1,2,1,Real Bed,0,0,2,1,100,moderate,0.02,95
N/A,TRUE,Westerpark,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,25,1,9,98,strict_14_with_grace_period,0.21,79
within an hour,TRUE,De Baarsjes - Oud-West,Apartment,Private room,2,1,1,1,Real Bed,150,25,1,320,94,strict_14_with_grace_period,5.33,95
N/A,FALSE,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1,2,4,Real Bed,0,70,1,35,89,moderate,0.61,99
within a day,TRUE,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.5,2,1,Real Bed,250,50,2,11,100,moderate,0.19,150
N/A,TRUE,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,1,2,2,Real Bed,800,40,4,10,96,strict_14_with_grace_period,0.17,200
N/A,TRUE,Westerpark,Apartment,Entire home/apt,2,1,1,1,Real Bed,250,45,1,32,97,strict_14_with_grace_period,0.88,150
within an hour,FALSE,Zuid,Apartment,Entire home/apt,4,1,2,4,Real Bed,250,60,1,140,91,strict_14_with_grace_period,2.38,219
within an hour,TRUE,Centrum-Oost,Guest suite,Private room,2,1,1,1,Real Bed,0,0,1,404,97,moderate,6.84,130
within an hour,TRUE,Centrum-Oost,Apartment,Private room,2,1.5,1,2,Real Bed,0,0,1,37,96,flexible,2.1,125
N/A,TRUE,Centrum-Oost,Apartment,Entire home/apt,big,2,5,5,Real Bed,200,0,5,3,93,strict_14_with_grace_period,0.05,300
N/A,FALSE,Oud-Oost,Apartment,Entire home/apt,2,1,0,1,Real Bed,250,30,1,19,98,strict_14_with_grace_period,1.37,105
within an hour,TRUE,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,250,35,1,44,98,strict_14_with_grace_period,0.9,200
within a few hours,TRUE,Slotervaart,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,450,49,2,19,99,strict_14_with_grace_period,0.33,169
N/A,TRUE,Oud-Oost,Apartment,Entire home/apt,4,1,2,2,Real Bed,0,60,2,13,94,moderate,0.22,115
N/A,FALSE,De Pijp - Rivierenbuurt,House,Entire home/apt,4,1,1,3,Real Bed,0,0,1,10,92,flexible,0.17,175
N/A,FALSE,Westerpark,Apartment,Entire home/apt,2,1,1,1,Real Bed,200,20,1,45,98,moderate,0.76,100
N/A,TRUE,Oostelijk Havengebied - Indische Buurt,Apartment,Entire home/apt,2,1,1,1,Real Bed,200,40,2,48,92,strict_14_with_grace_period,0.8,92
N/A,TRUE,Westerpark,Apartment,Private room,2,1,1,1,Real Bed,0,30,4,25,96,strict_14_with_grace_period,0.42,245
within an hour,FALSE,Centrum-Oost,Apartment,Entire home/apt,2,1,1,1,Real Bed,200,45,1,1,100,moderate,1,169
N/A,TRUE,Watergraafsmeer,Apartment,Entire home/apt,4,1,2,2,Real Bed,350,100,1,2,80,strict_14_with_grace_period,0.03,99
N/A,FALSE,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1,1,1,Real Bed,200,45,1,12,100,moderate,0.2,119
within an hour,TRUE,Noord-West,House,Private room,2,1.5,1,1,Real Bed,0,35,2,89,86,strict_14_with_grace_period,2.1,80
within a day,FALSE,Centrum-Oost,Boat,Entire home/apt,4,1,1,2,Real Bed,250,25,4,25,90,strict_14_with_grace_period,0.43,389
within an hour,TRUE,Zuid,Apartment,Private room,2,1,1,1,Real Bed,85,30,1,382,97,strict_14_with_grace_period,6.48,67
within an hour,TRUE,Centrum-West,Apartment,Entire home/apt,4,1.5,2,3,Real Bed,0,100,2,35,98,strict_14_with_grace_period,0.59,175
within an hour,TRUE,Noord-West,Apartment,Private room,2,1,1,1,Real Bed,0,17,2,306,94,moderate,5.35,62
within an hour,FALSE,Centrum-West,Apartment,Private room,3,1.5,1,1,Real Bed,380,20,1,144,95,moderate,2.94,90
within a few hours,TRUE,Centrum-West,House,Entire home/apt,2,1.5,1,1,Real Bed,0,50,1,6,93,strict_14_with_grace_period,0.1,229
N/A,FALSE,Zuid,Apartment,Entire home/apt,2,1,1,1,Real Bed,200,25,2,18,96,moderate,0.3,99
N/A,TRUE,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,25,1,3,100,moderate,0.14,115
within an hour,FALSE,Oostelijk Havengebied - Indische Buurt,Bed and breakfast,Private room,2,1,1,2,Real Bed,0,15,1,73,99,moderate,1.22,89
N/A,FALSE,Westerpark,Apartment,Entire home/apt,2,1,1,1,Real Bed,250,0,1,11,98,strict_14_with_grace_period,0.24,110
within an hour,FALSE,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1,1,1,Real Bed,400,25,1,6,100,flexible,0.41,275
N/A,TRUE,Oud-Oost,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,25,1,27,96,strict_14_with_grace_period,0.64,95
within an hour,TRUE,Centrum-Oost,Apartment,Entire home/apt,4,2,3,3,Real Bed,0,25,1,30,93,moderate,0.5,250
within a few hours,TRUE,Oud-Oost,Apartment,Entire home/apt,2,1,1,1,Real Bed,200,50,2,69,99,strict_14_with_grace_period,1.16,149
N/A,FALSE,Oud-Oost,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,25,1,7,97,moderate,0.12,125
N/A,TRUE,Westerpark,Apartment,Entire home/apt,2,1.5,2,1,Real Bed,200,50,1,15,99,strict_14_with_grace_period,0.36,170
within a day,TRUE,Noord-Oost,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,15,1,9,100,flexible,0.15,120
N/A,TRUE,Westerpark,Apartment,Entire home/apt,3,1.5,2,3,Real Bed,0,40,1,1,100,strict_14_with_grace_period,0.02,78
N/A,TRUE,Oud-Oost,Apartment,Entire home/apt,2,1,1,1,Real Bed,200,24,1,5,100,moderate,0.09,127
N/A,FALSE,Oud-Oost,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,50,1,18,98,moderate,0.3,120
within a few hours,FALSE,De Baarsjes - Oud-West,Apartment,Entire home/apt,3,1,2,2,Real Bed,500,50,2,54,97,flexible,0.91,150
N/A,TRUE,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1,1,1,Real Bed,500,39,2,6,97,strict_14_with_grace_period,0.11,179
N/A,TRUE,Centrum-West,Apartment,Entire home/apt,2,1,1,1,Real Bed,150,45,1,6,100,moderate,0.1,90
within a day,TRUE,De Baarsjes - Oud-West,Apartment,Entire home/apt,4,1,2,2,Real Bed,125,30,2,62,89,moderate,1.04,150
N/A,FALSE,De Baarsjes - Oud-West,Condominium,Entire home/apt,2,1,2,2,Real Bed,200,40,1,9,98,strict_14_with_grace_period,0.27,130
within an hour,FALSE,Osdorp,Apartment,Private room,2,1.5,1,1,Real Bed,250,20,1,92,96,moderate,1.54,56
N/A,TRUE,De Baarsjes - Oud-West,Apartment,Entire home/apt,3,1,2,2,Real Bed,0,0,2,1,100,strict_14_with_grace_period,0.02,125
N/A,FALSE,Oud-Oost,Apartment,Entire home/apt,2,1,1,1,Real Bed,300,40,1,5,93,moderate,0.09,130
within a day,TRUE,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,35,2,26,99,strict_14_with_grace_period,0.45,110
N/A,TRUE,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,30,1,7,100,strict_14_with_grace_period,0.64,101
N/A,FALSE,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,50,1,3,100,strict_14_with_grace_period,0.1,250
N/A,TRUE,Zuid,House,Entire home/apt,4,2,2,4,Real Bed,0,40,4,25,99,moderate,0.44,195
N/A,TRUE,Oud-Noord,House,Entire home/apt,4,1,3,5,Real Bed,0,0,4,13,97,moderate,0.23,129
N/A,TRUE,Zuid,Apartment,Entire home/apt,4,1,2,4,Real Bed,0,30,1,71,99,strict_14_with_grace_period,1.23,160
N/A,FALSE,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1,0,1,Real Bed,200,25,1,13,92,moderate,0.22,79
within an hour,TRUE,Centrum-West,Apartment,Private room,3,1,1,2,Real Bed,500,50,2,62,93,strict_14_with_grace_period,1.14,275
N/A,TRUE,Zuid,Apartment,Entire home/apt,4,1.5,2,6,Real Bed,199,49,2,68,97,strict_14_with_grace_period,1.17,135
N/A,TRUE,Westerpark,Apartment,Entire home/apt,2,1,1,2,Real Bed,150,35,2,45,96,moderate,0.77,155
N/A,TRUE,Centrum-West,Apartment,Entire home/apt,2,1,2,2,Real Bed,0,50,1,3,80,strict_14_with_grace_period,0.1,200
within a few hours,TRUE,Zuid,Apartment,Entire home/apt,4,1,1,2,Real Bed,500,25,2,66,97,moderate,1.2,110
within an hour,FALSE,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,4,1,1,1,Real Bed,150,35,2,42,96,strict_14_with_grace_period,0.72,120
within an hour,TRUE,De Baarsjes - Oud-West,Apartment,Entire home/apt,4,1,2,4,Real Bed,75,30,2,14,90,strict_14_with_grace_period,0.24,150
within a few hours,TRUE,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,0,35,1,19,98,moderate,0.85,150
within a day,TRUE,Oud-Oost,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,40,2,18,99,moderate,0.33,150
N/A,TRUE,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,30,1,6,100,moderate,0.13,89
N/A,FALSE,Westerpark,House,Entire home/apt,2,1,1,1,Real Bed,0,0,1,7,77,flexible,0.17,100
within a day,TRUE,Oud-Noord,Boat,Private room,big,2,big,big,Real Bed,500,0,1,124,98,strict_14_with_grace_period,2.29,700
N/A,FALSE,Centrum-West,Apartment,Entire home/apt,2,1,1,1,Real Bed,150,50,1,8,88,moderate,0.14,89
within a few hours,FALSE,Oud-Noord,Boat,Entire home/apt,big,2,big,big,Real Bed,250,125,1,59,95,strict_14_with_grace_period,1.01,498
N/A,FALSE,Oud-Oost,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,0,1,4,95,flexible,0.07,95
within an hour,TRUE,Westerpark,Apartment,Private room,4,1,1,3,Real Bed,0,75,2,226,96,strict_14_with_grace_period,3.82,95
within a day,FALSE,Slotervaart,House,Entire home/apt,3,1,2,2,Real Bed,0,0,1,66,93,moderate,1.62,99
within a few hours,TRUE,Centrum-West,Apartment,Entire home/apt,6,2,4,4,Real Bed,0,70,4,203,95,strict_14_with_grace_period,3.9,273
N/A,TRUE,De Baarsjes - Oud-West,Apartment,Private room,2,1,1,1,Real Bed,0,10,1,4,90,moderate,0.07,70
N/A,TRUE,Oostelijk Havengebied - Indische Buurt,Apartment,Entire home/apt,5,1,3,3,Real Bed,250,50,2,19,99,moderate,0.42,240
N/A,FALSE,De Pijp - Rivierenbuurt,Apartment,Private room,2,1,1,1,Real Bed,100,25,1,2,100,moderate,0.2,90
within a few hours,TRUE,Centrum-Oost,Apartment,Entire home/apt,4,2.5,4,4,Real Bed,450,0,1,63,97,strict_14_with_grace_period,1.08,240
within an hour,TRUE,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,2,1,1,Real Bed,0,25,1,22,97,moderate,0.46,179
within a few hours,TRUE,De Baarsjes - Oud-West,Apartment,Entire home/apt,4,1,2,2,Real Bed,250,30,1,24,94,strict_14_with_grace_period,0.42,350
within an hour,TRUE,Watergraafsmeer,House,Entire home/apt,3,1,1,2,Real Bed,300,50,2,16,97,strict_14_with_grace_period,0.28,149
N/A,TRUE,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,8,1,4,8,Real Bed,0,25,big,2,60,moderate,0.03,200
N/A,FALSE,Zuid,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,50,1,11,90,strict_14_with_grace_period,0.2,175
N/A,TRUE,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1,2,1,Real Bed,200,30,1,11,93,flexible,0.19,115
within a day,TRUE,De Baarsjes - Oud-West,Apartment,Entire home/apt,4,1,1,2,Real Bed,0,50,2,23,89,strict_14_with_grace_period,0.39,144
N/A,TRUE,De Baarsjes - Oud-West,Apartment,Entire home/apt,3,1.5,3,2,Real Bed,300,45,1,2,100,strict_14_with_grace_period,0.04,150
N/A,FALSE,Westerpark,Apartment,Entire home/apt,2,1,1,1,Real Bed,300,45,2,6,87,moderate,0.11,95
within a day,FALSE,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1,1,0,Real Bed,100,35,1,45,98,strict_14_with_grace_period,0.79,89
N/A,FALSE,Bijlmer-Centrum,Condominium,Private room,3,1,1,1,Real Bed,100,15,1,9,65,strict_14_with_grace_period,0.3,80
within a few hours,FALSE,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1,1,1,Real Bed,300,40,1,42,100,moderate,0.72,145
within an hour,TRUE,Oostelijk Havengebied - Indische Buurt,Bed and breakfast,Hotel room,2,1,1,1,Real Bed,0,0,1,560,99,moderate,9.5,69
N/A,TRUE,De Baarsjes - Oud-West,House,Entire home/apt,4,1,2,4,Real Bed,150,37,1,6,88,strict_14_with_grace_period,0.1,150
N/A,TRUE,Westerpark,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,38,1,38,99,moderate,0.7,98
within an hour,TRUE,Gaasperdam - Driemond,Bed and breakfast,Hotel room,2,1,1,1,Real Bed,0,10,2,192,92,strict_14_with_grace_period,3.54,85
within a day,FALSE,Centrum-West,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,0,1,10,98,moderate,0.23,200
within a few hours,TRUE,Centrum-Oost,Apartment,Entire home/apt,4,2.5,3,5,Real Bed,400,0,1,60,91,strict_14_with_grace_period,1.1,220
N/A,TRUE,Bos en Lommer,Apartment,Entire home/apt,4,1,1,2,Real Bed,0,15,2,10,94,moderate,0.17,74
N/A,FALSE,Oud-Oost,Apartment,Entire home/apt,4,1,1,1,Real Bed,0,0,2,3,93,moderate,0.05,150
within a day,TRUE,Westerpark,Apartment,Entire home/apt,4,1.5,2,2,Real Bed,0,70,2,6,87,strict_14_with_grace_period,0.15,100
N/A,FALSE,Zuid,Apartment,Entire home/apt,4,1,2,2,Real Bed,200,40,1,23,91,strict_14_with_grace_period,0.4,300
within an hour,TRUE,IJburg - Zeeburgereiland,House,Entire home/apt,5,2,3,5,Real Bed,400,70,4,12,95,strict_14_with_grace_period,0.26,190
N/A,FALSE,Westerpark,Apartment,Entire home/apt,2,1,2,1,Real Bed,0,0,1,2,100,moderate,0.15,125
within a few hours,TRUE,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,35,1,34,99,strict_14_with_grace_period,0.61,150
within a day,FALSE,Westerpark,Apartment,Entire home/apt,4,1,3,3,Real Bed,0,60,1,5,100,strict_14_with_grace_period,0.15,160
N/A,FALSE,Gaasperdam - Driemond,Apartment,Entire home/apt,3,1,1,2,Real Bed,0,20,2,10,98,moderate,0.48,90
N/A,FALSE,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,15,1,7,97,strict_14_with_grace_period,0.13,59
within a day,TRUE,Westerpark,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,0,1,10,100,strict_14_with_grace_period,0.39,84
N/A,TRUE,IJburg - Zeeburgereiland,Townhouse,Entire home/apt,4,1.5,3,4,Real Bed,750,40,2,5,100,moderate,0.18,95
within a day,TRUE,De Baarsjes - Oud-West,Apartment,Entire home/apt,4,1,1,4,Real Bed,0,30,2,36,81,flexible,0.61,114
within a few hours,FALSE,Oud-Oost,Apartment,Private room,1,1,1,1,Real Bed,0,0,1,11,98,flexible,0.21,75
within a day,TRUE,Oud-Oost,Apartment,Entire home/apt,2,1,1,1,Real Bed,800,0,1,25,98,strict_14_with_grace_period,0.43,105
N/A,TRUE,Westerpark,Apartment,Entire home/apt,2,1,1,1,Real Bed,250,35,2,25,94,strict_14_with_grace_period,0.46,159
within an hour,TRUE,Centrum-Oost,Guest suite,Private room,4,1,1,1,Real Bed,90,50,2,250,98,strict_14_with_grace_period,4.24,230
within a few hours,TRUE,Centrum-West,Apartment,Entire home/apt,4,1,2,2,Real Bed,0,0,4,66,94,strict_14_with_grace_period,1.13,380
N/A,TRUE,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1,1,1,Real Bed,250,30,2,3,100,strict_14_with_grace_period,0.06,170
N/A,TRUE,Oud-Noord,House,Entire home/apt,2,1,2,1,Real Bed,200,30,2,5,92,moderate,0.13,69
within a few hours,TRUE,De Pijp - Rivierenbuurt,Apartment,Entire home/apt,2,1,0,2,Real Bed,0,25,1,35,98,flexible,0.6,98
within a day,TRUE,Oostelijk Havengebied - Indische Buurt,Houseboat,Private room,4,1,2,2,Real Bed,0,30,2,13,95,flexible,0.23,100
within a few hours,FALSE,Westerpark,Apartment,Entire home/apt,4,1,3,4,Real Bed,300,50,4,34,89,strict_14_with_grace_period,0.58,185
within an hour,TRUE,Bos en Lommer,Apartment,Entire home/apt,4,1,2,2,Real Bed,200,40,4,30,97,strict_14_with_grace_period,0.57,210
within an hour,FALSE,De Baarsjes - Oud-West,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,40,2,27,94,moderate,0.74,129
within a day,TRUE,Zuid,Apartment,Entire home/apt,4,1,2,2,Real Bed,100,100,1,43,95,strict_14_with_grace_period,0.79,300
within an hour,TRUE,Bos en Lommer,Apartment,Private room,2,1,1,1,Real Bed,0,30,1,73,98,strict_14_with_grace_period,1.34,70
within a few hours,TRUE,Zuid,Apartment,Entire home/apt,4,1,2,2,Real Bed,250,45,2,65,92,strict_14_with_grace_period,1.14,199
